Gene ID	source_id	Product Description	Previous ID(s)	gene_source_id	Gene Name or Symbol	Gene has Unmatched Transcripts	
PBANKA_0933400	PBANKA_0933400.1	GTPase-activating protein, putative	Previous IDs: PB000353.00.0;PBANKA_093340;PBANKA_0933400.1;PBANKA_0933400.2	PBANKA_0933400	N/A	no	
PBANKA_0933400	PBANKA_0933400.2	GTPase-activating protein, putative	Previous IDs: PB000353.00.0;PBANKA_093340;PBANKA_0933400.1;PBANKA_0933400.2	PBANKA_0933400	N/A	no	
PBANKA_0933500	PBANKA_0933500.1	rhomboid protease ROM1	Previous IDs: PB000352.00.0;PB000355.00.0;PBANKA_093350;ROM1	PBANKA_0933500	ROM1	no	
PBANKA_0933600	PBANKA_0933600.1	dynein light chain Tctex-type, putative	Previous IDs: PB000354.00.0;PB400965.00.0;PBANKA_093360	PBANKA_0933600	N/A	no	
PBANKA_0933700	PBANKA_0933700.1	mitogen-activated protein kinase 2	Previous IDs: PB000659.00.0;PB300904.00.0;PBANKA_093370	PBANKA_0933700	MAPK2	no	
PBANKA_0933800	PBANKA_0933800.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000004.03.0;PB000660.00.0;PBANKA_093380	PBANKA_0933800	N/A	no	
PBANKA_0933900	PBANKA_0933900.1	glyoxalase I, putative	Previous IDs: PB000003.03.0;PBANKA_093390	PBANKA_0933900	GLO1	no	
PBANKA_0934000	PBANKA_0934000.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000242.03.0;PBANKA_093400	PBANKA_0934000	N/A	no	
PBANKA_0934100	PBANKA_0934100.1	GTP-binding protein, putative	Previous IDs: PB000239.03.0;PBANKA_093410	PBANKA_0934100	N/A	no	
PBANKA_0934200	PBANKA_0934200.1	ubiquitin domain-containing protein DSK2, putative	Previous IDs: PB000240.03.0;PBANKA_093420	PBANKA_0934200	DSK2	no	
PBANKA_0934300	PBANKA_0934300.1	UDP-galactose transporter, putative	Previous IDs: PB000241.03.0;PB001660.02.0;PBANKA_093430	PBANKA_0934300	UGT	no	
PBANKA_0934400	PBANKA_0934400.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_093440	PBANKA_0934400	N/A	no	
PBANKA_0934500	PBANKA_0934500.1	protein tyrosine phosphatase	Previous IDs: PB000082.01.0;PB301062.00.0;PBANKA_093450	PBANKA_0934500	PRL	no	
PBANKA_0934600	PBANKA_0934600.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000081.01.0;PB000199.00.0;PB000256.01.0;PB000529.02.0;PB000635.03.0;PB000863.00.0;PB001073.00.0;PBANKA_093460	PBANKA_0934600	N/A	no	
PBANKA_0934700	PBANKA_0934700.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_093470	PBANKA_0934700	N/A	no	
PBANKA_0934800	PBANKA_0934800.1	conserved protein, unknown function	Previous IDs: PB001144.01.0;PBANKA_093480	PBANKA_0934800	N/A	no	
PBANKA_0934900	PBANKA_0934900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000824.01.0;PB001626.02.0;PBANKA_093490	PBANKA_0934900	N/A	no	
PBANKA_0935000	PBANKA_0935000.1	ATPase, putative	Previous IDs: PB000187.01.0;PB000208.02.0;PBANKA_093500	PBANKA_0935000	N/A	no	
PBANKA_0935100	PBANKA_0935100.1	RNA transcription, translation and transport factor protein, putative	Previous IDs: PBANKA_093510	PBANKA_0935100	N/A	no	
PBANKA_0935200	PBANKA_0935200.1	nucleic acid binding protein, putative	Previous IDs: PBANKA_093520	PBANKA_0935200	N/A	no	
PBANKA_0935300	PBANKA_0935300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB300254.00.0;PBANKA_093530	PBANKA_0935300	N/A	no	
PBANKA_0935400	PBANKA_0935400.1	ubiquinone biosynthesis protein COQ4, putative	Previous IDs: PB300253.00.0;PBANKA_093540	PBANKA_0935400	COQ4	no	
PBANKA_0935500	PBANKA_0935500.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000583.03.0;PB000773.03.0;PB107855.00.0;PB300092.00.0;PB300578.00.0;PBANKA_093550	PBANKA_0935500	N/A	no	
PBANKA_0935600	PBANKA_0935600.1	conserved protein, unknown function	Previous IDs: PBANKA_093560	PBANKA_0935600	N/A	no	
PBANKA_0935700	PBANKA_0935700.1	Josephin domain-containing protein, putative	Previous IDs: PB000985.03.0;PBANKA_093570	PBANKA_0935700	N/A	no	
PBANKA_0935800	PBANKA_0935800.1	peptidyl-prolyl cis-trans isomerase, putative	Previous IDs: PB000986.03.0;PBANKA_093580	PBANKA_0935800	N/A	no	
PBANKA_0935900	PBANKA_0935900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000984.03.0;PBANKA_093590	PBANKA_0935900	N/A	no	
PBANKA_0936000	PBANKA_0936000.1	endonuclease/exonuclease/phosphatase family protein, putative	Previous IDs: PB000983.03.0;PB405456.00.0;PBANKA_093600	PBANKA_0936000	N/A	no	
PBANKA_0936100	PBANKA_0936100.1	acylphosphatase, putative	Previous IDs: PBANKA_093610	PBANKA_0936100	N/A	no	
PBANKA_0936200	PBANKA_0936200.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000447.03.0;PBANKA_093620	PBANKA_0936200	N/A	no	
PBANKA_0936300	PBANKA_0936300.1	protein transport protein BOS1, putative	Previous IDs: PB000991.03.0;PBANKA_093630	PBANKA_0936300	BOS1	no	
PBANKA_0936400	PBANKA_0936400.1	conserved protein, unknown function	Previous IDs: PB000660.02.0;PBANKA_093640	PBANKA_0936400	N/A	no	
PBANKA_0936500	PBANKA_0936500.1	replication factor C subunit 5, putative	Previous IDs: PB000658.02.0;PB300130.00.0;PBANKA_093650	PBANKA_0936500	RFC5	no	
PBANKA_0936600	PBANKA_0936600.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000659.02.0;PB400060.00.0;PBANKA_093660	PBANKA_0936600	N/A	no	
PBANKA_0936700	PBANKA_0936700.1	ES2 protein, putative	Previous IDs: PB000773.02.0;PB301077.00.0;PBANKA_093670	PBANKA_0936700	N/A	no	
PBANKA_0936800	PBANKA_0936800.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_093680	PBANKA_0936800	N/A	no	
PBANKA_0936900	PBANKA_0936900.1	actin-like protein, putative	Previous IDs: PB000772.02.0;PB300142.00.0;PBANKA_093690	PBANKA_0936900	ALP1	no	
PBANKA_0937000	PBANKA_0937000.1	mitochondrial ribosomal protein L11 precursor, putative	Previous IDs: PB000775.02.0;PB301365.00.0;PBANKA_093700	PBANKA_0937000	N/A	no	
PBANKA_0937100	PBANKA_0937100.1	vacuolar protein sorting-associated protein 35, putative	Previous IDs: PB000774.02.0;PB001171.02.0;PBANKA_093710	PBANKA_0937100	VPS35	no	
PBANKA_0937200	PBANKA_0937200.1	RNA-binding protein, putative	Previous IDs: PB001172.02.0;PB301331.00.0;PBANKA_093720;PBANKA_0937200.1;PBANKA_0937200.2	PBANKA_0937200	N/A	no	
PBANKA_0937200	PBANKA_0937200.2	RNA-binding protein, putative	Previous IDs: PB001172.02.0;PB301331.00.0;PBANKA_093720;PBANKA_0937200.1;PBANKA_0937200.2	PBANKA_0937200	N/A	no	
PBANKA_0937300	PBANKA_0937300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000017.03.0;PBANKA_093730	PBANKA_0937300	N/A	no	
PBANKA_0937400	PBANKA_0937400.1	pre-mRNA-processing factor 6, putative	Previous IDs: PB000016.03.0;PB300770.00.0;PBANKA_093740	PBANKA_0937400	PRPF6	no	
PBANKA_0937500	PBANKA_0937500.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000986.00.0;PB101733.00.0;PB300404.00.0;PB300673.00.0;PBANKA_093750	PBANKA_0937500	N/A	no	
PBANKA_0937600	PBANKA_0937600.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_093760	PBANKA_0937600	N/A	no	
PBANKA_0937700	PBANKA_0937700.1	60S ribosomal protein L36, putative	Previous IDs: PB000275.02.0;PBANKA_093770	PBANKA_0937700	RPL36	no	
PBANKA_0937750	PBANKA_0937750.1	small nucleolar RNA snoR12	Previous IDs: PBANKA_093775;berg09_misc_RNA3	PBANKA_0937750	N/A	no	
PBANKA_0937800	PBANKA_0937800.1	essential nuclear protein 1, putative	Previous IDs: PB105247.00.0;PB300996.00.0;PBANKA_093780	PBANKA_0937800	ENP1	no	
PBANKA_0937840	PBANKA_0937840.1	small nucleolar RNA snoR10	Previous IDs: PBANKA_093784	PBANKA_0937840	N/A	no	
PBANKA_0937860	PBANKA_0937860.1	small nucleolar RNA snoR09	Previous IDs: PBANKA_093786	PBANKA_0937860	N/A	no	
PBANKA_0937880	PBANKA_0937880.1	small nucleolar RNA snR61/Z1/Z11	Previous IDs: PBANKA_093788;berg09_misc_RNA4	PBANKA_0937880	N/A	no	
PBANKA_0937900	PBANKA_0937900.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_093790	PBANKA_0937900	N/A	no	
PBANKA_0938000	PBANKA_0938000.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000768.00.0;PB001102.01.0;PB001103.01.0;PBANKA_093800	PBANKA_0938000	N/A	no	
PBANKA_0938050	PBANKA_0938050.1	small nucleolar RNA snoR07	Previous IDs: PBANKA_093805	PBANKA_0938050	N/A	no	
PBANKA_0938100	PBANKA_0938100.1	tetratricopeptide repeat protein, putative	Previous IDs: PB000047.03.0;PB000390.02.0;PBANKA_093810	PBANKA_0938100	N/A	no	
PBANKA_0938200	PBANKA_0938200.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000048.03.0;PBANKA_093820	PBANKA_0938200	N/A	no	
PBANKA_0938300	PBANKA_0938300.1	heat shock protein J2, putative	Previous IDs: PB001000.01.0;PB300768.00.0;PBANKA_093830	PBANKA_0938300	N/A	no	
PBANKA_0938400	PBANKA_0938400.1	endoplasmic reticulum-resident calcium binding protein, putative	Previous IDs: PB001003.01.0;PBANKA_093840	PBANKA_0938400	ERC	no	
PBANKA_0938500	PBANKA_0938500.1	succinyl-CoA synthetase alpha subunit, putative	Previous IDs: PB001002.01.0;PB300619.00.0;PBANKA_093850	PBANKA_0938500	N/A	no	
PBANKA_0938600	PBANKA_0938600.1	casein kinase 2, alpha subunit	Previous IDs: CK2alpha;PB001001.01.0;PBANKA_093860	PBANKA_0938600	CK2alpha	no	
PBANKA_0938700	PBANKA_0938700.1	D-tyrosyl-tRNA(Tyr) deacylase, putative	Previous IDs: PB000377.02.0;PBANKA_093870	PBANKA_0938700	DTD	no	
PBANKA_0938800	PBANKA_0938800.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000378.02.0;PB000677.01.0;PBANKA_093880	PBANKA_0938800	N/A	no	
PBANKA_0938900	PBANKA_0938900.1	IWS1-like protein, putative	Previous IDs: PB000610.00.0;PB400792.00.0;PBANKA_093890	PBANKA_0938900	N/A	no	
PBANKA_0939000	PBANKA_0939000.1	mechanosensitive ion channel protein, putative	Previous IDs: PB000760.03.0;PB300731.00.0;PBANKA_093900	PBANKA_0939000	MSCS	no	
PBANKA_0939100	PBANKA_0939100.1	AP2 domain transcription factor, putative	Previous IDs: ApiAP2;PB001077.01.0;PBANKA_093910	PBANKA_0939100	ApiAP2	no	
PBANKA_0939200	PBANKA_0939200.1	pescadillo homolog, putative	Previous IDs: PBANKA_093920	PBANKA_0939200	PES	no	
PBANKA_0939300	PBANKA_0939300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001060.00.0;PBANKA_093930	PBANKA_0939300	N/A	no	
PBANKA_0939400	PBANKA_0939400.1	prefoldin, putative	Previous IDs: PB001061.00.0;PB300772.00.0;PBANKA_093940	PBANKA_0939400	N/A	no	
PBANKA_0939500	PBANKA_0939500.1	DNA repair protein RAD51	Previous IDs: PB001059.00.0;PBANKA_093950	PBANKA_0939500	RAD51	no	
PBANKA_0939600	PBANKA_0939600.1	polyadenylate-binding protein-interacting protein 1, putative	Previous IDs: PB000611.03.0;PB000704.03.0;PB001145.01.0;PB107035.00.0;PBANKA_093960	PBANKA_0939600	PAIP1	no	
PBANKA_0939700	PBANKA_0939700.1	conserved protein, unknown function	Previous IDs: PB000612.03.0;PB000613.03.0;PB300067.00.0;PBANKA_093970	PBANKA_0939700	N/A	no	
PBANKA_0939800	PBANKA_0939800.1	nucleic acid binding protein, putative	Previous IDs: PB000614.03.0;PBANKA_093980	PBANKA_0939800	N/A	no	
PBANKA_0939900	PBANKA_0939900.1	U6 snRNA-associated Sm-like protein LSm4, putative	Previous IDs: PB000644.03.0;PBANKA_093990	PBANKA_0939900	LSM4	no	
PBANKA_0940000	PBANKA_0940000.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_094000	PBANKA_0940000	N/A	no	
PBANKA_0940100	PBANKA_0940100.1	protein kinase, putative	Previous IDs: PB000489.01.0;PB300316.00.0;PBANKA_094010	PBANKA_0940100	N/A	no	
PBANKA_0940200	PBANKA_0940200.1	DNA replication ATP-dependent helicase/nuclease DNA2, putative	Previous IDs: PB000488.01.0;PB001276.00.0;PBANKA_094020	PBANKA_0940200	DNA2	no	
PBANKA_0940300	PBANKA_0940300.1	DEAD/DEAH box helicase, putative	Previous IDs: PB001277.00.0;PB300408.00.0;PBANKA_094030	PBANKA_0940300	N/A	no	
PBANKA_0940400	PBANKA_0940400.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000143.02.0;PB107021.00.0;PBANKA_094040	PBANKA_0940400	N/A	no	
PBANKA_0940500	PBANKA_0940500.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_094050	PBANKA_0940500	N/A	no	
PBANKA_0940600	PBANKA_0940600.1	exonuclease, putative	Previous IDs: PB000204.00.0;PBANKA_094060	PBANKA_0940600	N/A	no	
PBANKA_0940700	PBANKA_0940700.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000205.00.0;PBANKA_094070	PBANKA_0940700	N/A	no	
PBANKA_0940800	PBANKA_0940800.1	apicoplast ribosomal protein S15 precursor, putative	Previous IDs: PB300548.00.0;PBANKA_094080	PBANKA_0940800	N/A	no	
PBANKA_0940900	PBANKA_0940900.1	RuvB-like helicase 2, putative	Previous IDs: PB000212.00.0;PBANKA_094090	PBANKA_0940900	RUVB2	no	
PBANKA_0941000	PBANKA_0941000.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_094100	PBANKA_0941000	N/A	no	
PBANKA_0941100	PBANKA_0941100.1	conserved Apicomplexan protein, unknown function	Previous IDs: PB000253.02.0;PBANKA_094110	PBANKA_0941100	N/A	no	
PBANKA_0941200	PBANKA_0941200.1	tRNA-splicing ligase RtcB, putative	Previous IDs: PB000816.02.0;PB301434.00.0;PBANKA_094120	PBANKA_0941200	RTCB	no	
PBANKA_0941300	PBANKA_0941300.1	translocon component PTEX88	Previous IDs: PB000362.00.0;PB300020.00.0;PBANKA_094130	PBANKA_0941300	PTEX88	no	
PBANKA_0941400	PBANKA_0941400.1	centrin-4	Previous IDs: PB000363.00.0;PBANKA_094140	PBANKA_0941400	CEN4	no	
PBANKA_0941500	PBANKA_0941500.1	40S ribosomal protein S4, putative	Previous IDs: PB000920.03.0;PBANKA_094150	PBANKA_0941500	RPS4	no	
PBANKA_0941600	PBANKA_0941600.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000921.03.0;PBANKA_094160	PBANKA_0941600	N/A	no	
PBANKA_0941700	PBANKA_0941700.1	WD repeat-containing protein WRAP73, putative	Previous IDs: PB000922.03.0;PB001052.00.0;PBANKA_094170	PBANKA_0941700	WDR8	no	
PBANKA_0941800	PBANKA_0941800.1	histone H2B, putative	Previous IDs: PB001051.00.0;PB300781.00.0;PBANKA_094180	PBANKA_0941800	H2B	no	
PBANKA_0941900	PBANKA_0941900.1	histone H4, putative	Previous IDs: PBANKA_094190	PBANKA_0941900	N/A	no	
PBANKA_0942000	PBANKA_0942000.1	calcium/calmodulin-dependent protein kinase, putative	Previous IDs: PBANKA_094200	PBANKA_0942000	N/A	no	
PBANKA_0942100	PBANKA_0942100.1	metabolite/drug transporter, putative	Previous IDs: PB300294.00.0;PB300977.00.0;PBANKA_094210	PBANKA_0942100	N/A	no	
PBANKA_0942200	PBANKA_0942200.1	DNA-directed RNA polymerase III subunit RPC8, putative	Previous IDs: PB000609.03.0;PBANKA_094220	PBANKA_0942200	RPC25	no	
PBANKA_0942300	PBANKA_0942300.1	radial spoke head protein, putative	Previous IDs: PB000607.03.0;PB300455.00.0;PBANKA_094230	PBANKA_0942300	N/A	no	
PBANKA_0942400	PBANKA_0942400.1	WD repeat-containing protein, putative	Previous IDs: PB000608.03.0;PB001067.03.0;PBANKA_094240	PBANKA_0942400	N/A	no	
PBANKA_0942500	PBANKA_0942500.1	thioredoxin-like mero protein, putative	Previous IDs: PB001066.03.0;PBANKA_094250	PBANKA_0942500	Trx-mero	no	
PBANKA_0942600	PBANKA_0942600.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000648.03.0;PBANKA_094260	PBANKA_0942600	N/A	no	
PBANKA_0942700	PBANKA_0942700.1	chromatin remodeling protein, putative	Previous IDs: PB000313.01.0;PB000382.01.0;PBANKA_094270;SNF2L	PBANKA_0942700	SNF2L	no	
PBANKA_0942800	PBANKA_0942800.1	syntaxin, putative	Previous IDs: PB000711.03.0;PBANKA_094280	PBANKA_0942800	N/A	no	
PBANKA_0942900	PBANKA_0942900.1	phenylalanine--tRNA ligase beta subunit, putative	Previous IDs: PB001156.01.0;PBANKA_094290	PBANKA_0942900	N/A	no	
PBANKA_0943000	PBANKA_0943000.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001158.01.0;PBANKA_094300	PBANKA_0943000	N/A	no	
PBANKA_0943100	PBANKA_0943100.1	CCR4-NOT transcription complex subunit 1, putative	Previous IDs: PB000285.00.0;PB000671.02.0;PB000777.03.0;PB000870.01.0;PB001157.01.0;PB104250.00.0;PB300251.00.0;PBANKA_094310	PBANKA_0943100	NOT1	no	
PBANKA_0943200	PBANKA_0943200.1	casein kinase II beta chain, putative	Previous IDs: PB000670.02.0;PBANKA_094320	PBANKA_0943200	N/A	no	
PBANKA_0943300	PBANKA_0943300.1	actin-like protein, putative	Previous IDs: PB000669.02.0;PBANKA_094330	PBANKA_0943300	ALP2a	no	
PBANKA_0943400	PBANKA_0943400.1	CPW-WPC family protein	Previous IDs: PB000621.01.0;PB000622.01.0;PB301410.00.0;PB301420.00.0;PB405816.00.0;PBANKA_094340	PBANKA_0943400	N/A	no	
PBANKA_0943500	PBANKA_0943500.1	FeS cluster assembly protein SufD	Previous IDs: PB000620.01.0;PB106210.00.0;PB301065.00.0;PB301462.00.0;PBANKA_094350	PBANKA_0943500	SufD	no	
PBANKA_0943541	PBANKA_0943541:tRNA	tRNA Leucine	Previous IDs: berg09_tRNA1	PBANKA_0943541	N/A	no	
PBANKA_0943561	PBANKA_0943561:tRNA	tRNA Glycine	Previous IDs: berg09_tRNA2	PBANKA_0943561	N/A	no	
PBANKA_0943600	PBANKA_0943600.1	60S acidic ribosomal protein P1, putative	Previous IDs: PB000918.01.0;PB301543.00.0;PBANKA_094360	PBANKA_0943600	N/A	no	
PBANKA_0943700	PBANKA_0943700.1	fam-b protein	N/A	PBANKA_0943700	N/A	no	
PBANKA_0943800	PBANKA_0943800.1	PIR protein, pseudogene	Previous IDs: PB200086.00.0;PBANKA_094380	PBANKA_0943800	N/A	no	
PBANKA_0943900	PBANKA_0943900.1	PIR protein	Previous IDs: PB104816.00.0;PBANKA_050090;PBANKA_094390	PBANKA_0943900	N/A	no	
PBANKA_0944000	PBANKA_0944000.1	PIR protein	N/A	PBANKA_0944000	N/A	no	
PBANKA_0944021	PBANKA_0944021.1	fam-a protein, pseudogene	N/A	PBANKA_0944021	N/A	no	
PBANKA_0944041	PBANKA_0944041.1	reticulocyte binding protein, putative	Previous IDs: PBANKA_000160	PBANKA_0944041	Pb235	no	
PBANKA_0944061	PBANKA_0944061.1	PIR protein	Previous IDs: PB200075.00.0	PBANKA_0944061	N/A	no	
PBANKA_0944081	PBANKA_0944081.1	PIR protein	Previous IDs: PBANKA_000410	PBANKA_0944081	N/A	no	
PBANKA_0944101	PBANKA_0944101.1	PIR protein	Previous IDs: PB200030.00.0;PB200054.00.0;PB500003.00.0;PBANKA_000420	PBANKA_0944101	N/A	no	
PBANKA_0944121	PBANKA_0944121.1	PIR protein, pseudogene	Previous IDs: PBANKA_000670;PBANKA_000720;PBANKA_000740;PBANKA_000760;PBANKA_000790;PBANKA_000900;PBANKA_000935;PBANKA_000990;PBANKA_001000;PBANKA_001020	PBANKA_0944121	N/A	no	
PBANKA_1000011	PBANKA_1000011.1	reticulocyte binding protein, putative	N/A	PBANKA_1000011	N/A	no	
PBANKA_1000021	PBANKA_1000021.1	fam-a protein, pseudogene	Previous IDs: PBANKA_000165	PBANKA_1000021	N/A	no	
PBANKA_1000031	PBANKA_1000031.1	PIR protein	Previous IDs: PB200036.00.0;PB403317.00.0;PB500034.00.0;PBANKA_050050	PBANKA_1000031	N/A	no	
PBANKA_1000041	PBANKA_1000041.1	fam-b protein	N/A	PBANKA_1000041	N/A	no	
PBANKA_1000051	PBANKA_1000051.1	fam-a protein	N/A	PBANKA_1000051	N/A	no	
PBANKA_1000061	PBANKA_1000061.1	PIR protein, pseudogene	Previous IDs: PBANKA_050080	PBANKA_1000061	N/A	no	
PBANKA_1000071	PBANKA_1000071.1	fam-b protein	N/A	PBANKA_1000071	N/A	no	
PBANKA_1000081	PBANKA_1000081.1	PIR protein	Previous IDs: PB103184.00.0;PB107778.00.0;PB108003.00.0;PB108004.00.0;PB500039.00.0;PBANKA_000480	PBANKA_1000081	N/A	no	
PBANKA_1000091	PBANKA_1000091.1	PIR protein, pseudogene	N/A	PBANKA_1000091	N/A	no	
PBANKA_1000100	PBANKA_1000100.1	reticulocyte binding protein, putative, pseudogene	N/A	PBANKA_1000100	Pb235	no	
PBANKA_1000200	PBANKA_1000200.1	fam-a protein	Previous IDs: PB403095.00.0;PBANKA_100020	PBANKA_1000200	N/A	no	
PBANKA_1000300	PBANKA_1000300.1	Plasmodium exported protein, unknown function	Previous IDs: PB108818.00.0;PBANKA_100030	PBANKA_1000300	N/A	no	
PBANKA_1000400	PBANKA_1000400.1	fam-a protein	Previous IDs: PB000173.00.0;PBANKA_100040	PBANKA_1000400	N/A	no	
PBANKA_1000451	PBANKA_1000451.1	PIR protein, pseudogene	N/A	PBANKA_1000451	N/A	no	
PBANKA_1000500	PBANKA_1000500.1	conserved Plasmodium protein, unknown function	Previous IDs: PB105865.00.0;PB300828.00.0;PBANKA_100050	PBANKA_1000500	N/A	no	
PBANKA_1000600	PBANKA_1000600.1	erythrocyte membrane antigen 1	Previous IDs: PB105866.00.0;PBANKA_100060	PBANKA_1000600	N/A	no	
PBANKA_1000651	PBANKA_1000651:tRNA	tRNA Asparagine	Previous IDs: berg10:tRNA:rfamscan:29047-29120	PBANKA_1000651	N/A	no	
PBANKA_1000700	PBANKA_1000700.1	regulator of chromosome condensation, putative	Previous IDs: PB000909.02.0;PB300807.00.0;PBANKA_100070	PBANKA_1000700	N/A	no	
PBANKA_1000800	PBANKA_1000800.1	pre-mRNA splicing factor, putative	Previous IDs: PBANKA_100080	PBANKA_1000800	N/A	no	
PBANKA_1000900	PBANKA_1000900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB105868.00.0;PBANKA_100090	PBANKA_1000900	N/A	no	
PBANKA_1001000	PBANKA_1001000.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001542.02.0;PBANKA_100100	PBANKA_1001000	N/A	no	
PBANKA_1001100	PBANKA_1001100.1	ubiquitin specific protease, putative	Previous IDs: PB001543.02.0;PBANKA_100110	PBANKA_1001100	N/A	no	
PBANKA_1001200	PBANKA_1001200.1	conserved Plasmodium protein, unknown function	Previous IDs: PB103855.00.0;PBANKA_100120	PBANKA_1001200	N/A	no	
PBANKA_1001300	PBANKA_1001300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000940.01.0;PB001000.02.0;PB300729.00.0;PBANKA_100130	PBANKA_1001300	N/A	no	
PBANKA_1001400	PBANKA_1001400.1	pre-mRNA-splicing factor CLF1, putative	Previous IDs: PB000054.00.0;PB301280.00.0;PBANKA_100140	PBANKA_1001400	CLF1	no	
PBANKA_1001500	PBANKA_1001500.1	alpha/beta hydrolase, putative	Previous IDs: PB001108.03.0;PBANKA_100150	PBANKA_1001500	N/A	no	
PBANKA_1001600	PBANKA_1001600.1	SET domain protein, putative	Previous IDs: PB000119.02.0;PB300808.00.0;PB300845.00.0;PBANKA_100160	PBANKA_1001600	SET8	no	
PBANKA_1001700	PBANKA_1001700.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001592.02.0;PB300809.00.0;PBANKA_100170	PBANKA_1001700	N/A	no	
PBANKA_1001800	PBANKA_1001800.1	AP2 domain transcription factor AP2-SP2	Previous IDs: PB001589.02.0;PB101679.00.0;PB402280.00.0;PB405580.00.0;PBANKA_100180	PBANKA_1001800	AP2-SP2	no	
PBANKA_1001900	PBANKA_1001900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000893.00.0;PBANKA_100190	PBANKA_1001900	N/A	no	
PBANKA_1002000	PBANKA_1002000.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000894.00.0;PB101572.00.0;PBANKA_100200	PBANKA_1002000	N/A	no	
PBANKA_1002100	PBANKA_1002100.1	6-cysteine protein P36	Previous IDs: PB000892.00.0;PBANKA_100210	PBANKA_1002100	P36	no	
PBANKA_1002200	PBANKA_1002200.1	6-cysteine protein P52	Previous IDs: PB000891.00.0;PBANKA_100220	PBANKA_1002200	P36p	no	
PBANKA_1002300	PBANKA_1002300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000889.02.0;PB001071.02.0;PB108578.00.0;PB300542.00.0;PB300793.00.0;PB402323.00.0;PBANKA_100230	PBANKA_1002300	N/A	no	
PBANKA_1002400	PBANKA_1002400.1	dipeptidyl aminopeptidase 3, putative	Previous IDs: PB000888.02.0;PB301229.00.0;PBANKA_100240	PBANKA_1002400	DPAP3	no	
PBANKA_1002500	PBANKA_1002500.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000964.01.0;PB105834.00.0;PBANKA_100250	PBANKA_1002500	N/A	no	
PBANKA_1002600	PBANKA_1002600.1	6-cysteine protein P41, putative	Previous IDs: P41;PB000963.01.0;PBANKA_100260	PBANKA_1002600	P41	no	
PBANKA_1002700	PBANKA_1002700.1	ATP-dependent RNA helicase DDX51, putative	Previous IDs: PB000962.01.0;PB300855.00.0;PBANKA_100270	PBANKA_1002700	DDX51	no	
PBANKA_1002800	PBANKA_1002800.1	protein transport protein Sec24B, putative	Previous IDs: PB000794.02.0;PB301497.00.0;PBANKA_100280	PBANKA_1002800	SEC24B	no	
PBANKA_1002900	PBANKA_1002900.1	ag-1 blood stage membrane protein homologue	Previous IDs: PB000839.03.0;PB406090.00.0;PBANKA_100290	PBANKA_1002900	N/A	no	
PBANKA_1003000	PBANKA_1003000.1	liver specific protein 2	Previous IDs: PB000838.03.0;PB103464.00.0;PB108337.00.0;PB300161.00.0;PBANKA_100300	PBANKA_1003000	LISP2	no	
PBANKA_1003100	PBANKA_1003100.1	pre-mRNA-processing-splicing factor 8, putative	Previous IDs: PB000225.00.0;PB000226.00.0;PB000736.01.0;PB000737.01.0;PB001033.02.0;PB100403.00.0;PB104011.00.0;PB300532.00.0;PB300843.00.0;PB300975.00.0;PBANKA_100310	PBANKA_1003100	PRPF8	no	
PBANKA_1003200	PBANKA_1003200.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001036.02.0;PBANKA_100320	PBANKA_1003200	N/A	no	
